iter	RMSE
179	1591.466498
180	1590.738443
181	1589.852829
182	1589.167265
183	1588.596079
184	1587.891054
185	1587.470132
186	1587.002993
187	1585.964893
188	1585.424661
189	1585.013205
190	1584.211547
191	1583.43788
192	1582.80144
193	1582.116269
194	1581.349864
195	1580.885644
196	1580.276836
197	1579.817667
198	1578.800935
199	1578.192497
200	1576.857701
201	1575.682738
202	1575.183793
203	1574.478084
204	1573.365574
205	1572.58903
206	1571.782017
207	1571.161493
208	1570.24736
209	1569.785047
210	1568.865187
211	1568.125484
212	1567.336009
213	1567.21024
214	1566.722124
215	1565.440439
216	1565.157482
217	1564.750433
218	1564.407583
219	1564.208598
220	1563.516338
221	1562.790496
222	1562.207214
223	1561.846012
224	1561.159934
225	1560.213834
226	1559.342262
227	1558.614189
228	1557.504444
229	1556.770559
230	1555.243596
231	1554.342263
232	1554.061676
233	1553.473025
234	1553.103424
235	1552.675407
236	1552.383556
237	1551.527894
238	1550.724179
239	1550.211121
240	1549.349489
241	1549.04913
242	1548.806125
243	1548.510948
244	1548.047789
245	1547.528522
246	1547.078638
247	1546.769304
248	1546.208797
249	1545.446661
250	1544.803357
251	1544.361543
252	1543.813777
253	1543.569223
254	1543.046716
255	1542.187227
256	1541.283637
257	1540.829588
258	1540.633042
259	1540.241375
260	1538.973497
261	1538.143214
262	1537.446997
263	1537.155521
264	1536.59236
265	1535.771271
266	1535.585008
267	1534.813487
268	1533.795353
269	1533.464138
270	1533.144661
271	1532.442049
272	1531.75092
273	1531.309564
274	1530.897585
275	1530.316905
276	1529.542193
277	1529.156494
278	1528.570822
279	1528.460715
280	1528.124667
281	1527.414114
282	1526.964538
283	1526.362901
284	1525.810624
285	1525.489261
286	1524.940354
287	1524.15764
288	1523.429786
289	1522.804439
290	1522.078996
291	1521.545
292	1520.719879
293	1520.133431
294	1519.434872
295	1518.820095
296	1518.589208
297	1518.126343
298	1517.547289
299	1516.978577
300	1516.609471
301	1516.396928
302	1515.733374
303	1515.095643
304	1514.428202
305	1513.965874
306	1513.19178
307	1512.470239
308	1512.070102
309	1511.340066
310	1511.073337
311	1510.322828
312	1509.43333
313	1509.003542
314	1508.358263
315	1507.930399
316	1507.556622
317	1507.080264
318	1505.925266
319	1505.322514
320	1504.602955
321	1504.170023
322	1503.411779
323	1502.815777
324	1502.274005
325	1501.640166
326	1500.947942
327	1500.354806
328	1499.849298
329	1499.665055
330	1499.093786
331	1498.732508
332	1498.380247
333	1497.989772
334	1497.601625
335	1497.37621
336	1497.015639
337	1496.503202
338	1495.896495
339	1495.497345
340	1495.140094
341	1494.547252
342	1494.234169
343	1494.025063
344	1493.615436
345	1492.949835
346	1492.44703
347	1492.125513
348	1491.390288
349	1490.955849
350	1490.43478
351	1490.078741
352	1489.551399
353	1489.460359
354	1489.193202
355	1488.633104
356	1488.150296
357	1487.65993
358	1487.293279
359	1487.021929
360	1486.670828
361	1486.303218
362	1486.049543
363	1485.673826
364	1485.247048
365	1485.146795
366	1484.761272
367	1484.396913
368	1483.947573
369	1483.649739
370	1483.614873
371	1483.133627
372	1482.783631
373	1482.217207
374	1481.699143
375	1481.26796
376	1480.999009
377	1480.614353
378	1480.430271
379	1479.854087
380	1479.223141
381	1478.818048
382	1478.424248
383	1477.856264
384	1477.295526
385	1476.67511
386	1476.301369
387	1475.629669
388	1475.221862
389	1475.005566
390	1474.971529
391	1474.421734
392	1473.978333
393	1473.76606
394	1473.611144
395	1473.407103
396	1472.429545
397	1472.313022
398	1471.754502
399	1471.34061
400	1471.126207
401	1470.909214
402	1470.373664
403	1470.248347
404	1469.855964
405	1469.088438
406	1468.237904
407	1467.504593
408	1467.198781
409	1466.916614
410	1466.391089
411	1465.995378
412	1465.493306
413	1465.011754
414	1464.691667
415	1464.025892
416	1463.608814
417	1463.250811
418	1462.849399
419	1462.605542
420	1462.313544
421	1461.740813
422	1461.239511
423	1460.835642
424	1460.378376
425	1460.237591
426	1459.922591
427	1459.535916
428	1459.223756
429	1459.054682
430	1458.784327
431	1458.283931
432	1458.028654
433	1457.375803
434	1457.16735
435	1456.876889
436	1456.258832
437	1455.647184
438	1454.893138
439	1454.599667
440	1454.274707
441	1453.818273
442	1453.386241
443	1453.12592
444	1452.626551
445	1451.987458
446	1451.420178
447	1450.964134
448	1450.694814
449	1450.473605
450	1450.149473
451	1449.702967
452	1449.371533
453	1449.315679
454	1448.898005
455	1448.642203
456	1448.341151
457	1447.732574
458	1447.542306
459	1447.349336
460	1447.192436
461	1446.853898
462	1446.724297
463	1446.623227
464	1446.361777
465	1446.063689
466	1445.223103
467	1444.714942
468	1444.567032
469	1444.007997
470	1443.763183
471	1443.458867
472	1442.773117
473	1442.422123
474	1442.246776
475	1442.105626
476	1441.762063
477	1441.580302
478	1441.345288
479	1441.092642
480	1440.513884
481	1440.038622
482	1439.836687
483	1439.491746
484	1439.124951
485	1438.914323
486	1438.622279
487	1438.248492
488	1438.069058
489	1437.65923
490	1437.348819
491	1436.833533
492	1436.454296
493	1436.20021
494	1435.890785
495	1435.644455
496	1435.250657
497	1435.131244
498	1434.551341
499	1434.17105
500	1433.801156
501	1433.026056
502	1432.545926
503	1432.013363
504	1431.765974
505	1431.619139
506	1431.292344
507	1430.543898
508	1430.296266
509	1430.177341
510	1429.564354
511	1429.154736
512	1428.837127
513	1427.927023
514	1427.776622
515	1427.662488
516	1427.535726
517	1426.841778
518	1426.727
519	1426.504636
520	1425.854179
521	1425.578939
522	1424.95294
523	1424.813368
524	1424.608899
525	1424.387333
526	1424.288467
527	1424.009913
528	1423.863662
529	1423.413517
530	1423.031055
531	1422.739502
532	1422.692174
533	1422.26808
534	1421.803177
535	1421.510605
536	1421.206353
537	1420.913532
538	1420.67877
539	1420.489272
540	1420.287093
541	1420.021633
542	1419.793442
543	1419.456147
544	1419.085875
545	1418.700138
546	1418.309678
547	1417.888786
548	1417.585347
549	1416.9044
550	1416.455149
551	1416.315446
552	1415.825646
553	1415.593147
554	1415.328587
555	1415.24841
556	1415.162375
557	1414.811872
558	1414.375601
559	1414.171251
560	1413.863961
561	1413.590611
562	1413.308071
563	1413.053687
564	1412.520194
565	1411.892408
566	1411.529118
567	1411.195157
568	1411.019668
569	1410.476168
570	1410.247027
571	1409.944901
572	1409.476424
573	1409.163483
574	1408.915266
575	1408.658458
576	1408.228534
577	1407.926058
578	1407.421194
579	1407.179554
580	1406.910827
581	1406.388321
582	1406.182135
583	1405.963398
584	1405.675581
585	1405.642771
586	1405.34046
587	1405.019404
588	1404.689513
589	1404.422595
590	1404.176885
591	1403.887559
592	1403.361148
593	1402.900155
594	1402.646709
595	1402.33822
596	1402.058544
597	1401.941859
598	1401.670791
599	1401.241078
600	1400.814473
601	1400.569116
602	1400.17373
603	1400.013065
604	1399.916633
605	1399.484189
606	1399.220866
607	1399.008653
608	1398.786555
609	1398.57446
610	1398.347517
611	1398.048021
612	1397.674033
613	1397.386618
614	1397.016059
615	1396.868687
616	1396.684927
617	1396.586366
618	1396.212973
619	1395.833524
620	1395.775551
621	1395.592694
622	1395.494123
623	1395.352911
624	1395.027293
625	1394.756617
626	1394.51479
627	1394.30881
628	1394.112078
629	1394.004079
630	1393.656218
631	1393.496108
632	1393.131737
633	1392.965949
634	1392.604667
635	1392.2279
636	1391.87007
637	1391.580316
638	1391.372385
639	1391.037679
640	1390.887684
641	1390.785803
642	1390.542733
643	1390.095021
644	1389.960947
645	1389.737944
646	1389.422092
647	1389.155403
648	1388.757094
649	1388.299794
650	1388.027455
651	1387.674478
652	1387.481493
653	1387.342614
654	1387.013139
655	1386.747832
656	1386.38736
657	1386.119536
658	1385.901912
659	1385.751636
660	1385.494398
661	1385.290432
662	1385.058097
663	1384.895267
664	1384.43858
665	1384.065643
666	1383.893739
667	1383.679272
668	1383.476659
669	1383.236847
670	1382.930892
671	1382.815365
672	1382.711709
673	1382.600912
674	1382.049313
675	1381.80955
676	1381.404449
677	1381.242647
678	1381.08118
679	1380.861631
680	1380.697913
681	1380.349838
682	1380.150083
683	1379.966413
684	1379.804504
685	1379.664822
686	1379.642156
687	1379.450114
688	1379.347486
689	1379.140975
690	1378.951805
691	1378.796205
692	1378.556155
693	1378.298412
694	1377.933646
695	1377.678303
696	1377.427594
697	1377.224618
698	1377.036672
699	1376.802626
700	1376.53684
701	1376.46191
702	1376.00916
703	1375.834703
704	1375.53975
705	1375.188934
706	1374.968838
707	1374.753396
708	1374.55157
709	1374.334035
710	1374.304298
711	1374.094324
712	1373.947496
713	1373.682963
714	1373.542628
715	1373.326606
716	1372.674366
717	1372.479493
718	1372.27842
719	1372.022405
720	1371.6818
721	1371.282254
722	1371.090711
723	1370.883057
724	1370.517388
725	1370.332837
726	1370.149398
727	1369.906692
728	1369.69019
729	1369.41507
730	1369.219324
731	1368.77355
732	1368.527149
733	1368.328139
734	1368.110213
735	1367.971842
736	1367.68493
737	1367.546187
738	1367.128496
739	1367.014197
740	1366.779164
741	1366.537417
742	1366.056285
743	1365.693341
744	1365.504747
745	1365.273174
746	1365.113509
747	1365.019454
748	1364.803316
749	1364.653531
750	1364.395164
751	1363.931851
752	1363.853642
753	1363.530142
754	1363.40825
755	1363.118894
756	1363.01374
757	1362.90626
758	1362.601605
759	1362.486331
760	1362.350838
761	1361.890407
762	1361.734238
763	1361.609947
764	1361.257648
765	1361.00669
766	1360.766757
767	1360.477779
768	1360.203803
769	1359.990462
770	1359.856434
771	1359.650183
772	1359.328458
773	1358.718093
774	1358.569627
775	1358.36891
776	1358.199075
777	1357.94422
778	1357.730103
779	1357.535942
780	1357.190968
781	1356.872472
782	1356.611184
783	1356.414281
784	1356.32207
785	1356.058517
786	1355.636054
787	1355.473143
788	1355.347769
789	1355.174954
790	1354.926467
791	1354.852284
792	1354.5788
793	1354.316183
794	1354.090261
795	1353.989728
796	1353.716292
797	1353.627496
798	1353.438207
799	1353.278549
800	1353.066963
801	1352.914366
802	1352.872307
803	1352.369633
804	1352.113059
805	1351.83379
806	1351.492691
807	1351.337132
808	1351.10557
809	1350.988618
810	1350.770797
811	1350.611826
812	1350.502996
813	1350.306673
814	1350.028314
815	1349.875723
816	1349.678983
817	1349.534838
818	1349.365415
819	1349.219278
820	1349.015036
821	1348.742074
822	1348.460937
823	1348.257418
824	1348.144536
825	1347.862683
826	1347.610122
827	1347.26828
828	1347.162336
829	1346.935945
830	1346.72387
831	1346.620886
832	1346.079073
833	1345.853265
834	1345.709716
835	1345.395268
836	1345.295077
837	1345.044881
838	1344.625381
839	1344.331893
840	1344.315544
841	1344.229859
842	1344.134688
843	1343.978447
844	1343.937048
845	1343.780892
846	1343.635612
847	1343.526677
848	1343.443723
849	1343.143843
850	1342.919908
851	1342.62479
852	1342.349336
853	1342.175607
854	1341.956063
855	1341.740778
856	1341.500594
857	1341.257463
858	1341.172718
859	1340.967326
860	1340.867723
861	1340.623888
862	1340.331017
863	1340.235862
864	1340.087665
865	1339.935195
866	1339.653269
867	1339.500828
868	1339.322805
869	1339.071012
870	1338.874211
871	1338.690573
872	1338.404309
873	1338.29539
874	1338.144098
875	1338.003563
876	1337.905298
877	1337.750226
878	1337.591154
879	1337.435532
880	1337.22803
881	1337.014704
882	1336.956535
883	1336.834828
884	1336.735994
885	1336.482147
886	1336.373923
887	1336.30342
888	1336.106351
889	1335.790381
890	1335.573501
891	1335.437244
892	1335.277002
893	1335.225488
894	1334.988785
895	1334.959678
896	1334.765496
897	1334.614321
898	1334.513558
899	1334.421089
900	1334.117934
901	1334.046305
902	1333.795788
903	1333.524792
904	1333.462503
905	1333.179371
906	1333.057617
907	1332.914323
908	1332.870779
909	1332.542692
910	1332.399084
911	1332.175976
912	1332.024241
913	1331.771125
914	1331.589129
915	1331.340061
916	1331.224968
917	1330.932829
918	1330.747387
919	1330.620586
920	1330.348776
921	1330.105272
922	1330.024989
923	1329.853225
924	1329.77286
925	1329.435423
926	1329.386203
927	1329.221769
928	1329.132152
929	1328.865741
930	1328.631117
931	1328.502718
932	1328.249134
933	1327.942528
934	1327.732746
935	1327.522708
936	1327.394655
937	1327.130589
938	1326.907194
939	1326.760277
940	1326.556769
941	1326.52137
942	1326.347579
943	1326.223673
944	1325.968172
945	1325.804658
946	1325.621518
947	1325.26881
948	1325.077486
949	1324.918971
950	1324.780099
951	1324.686615
952	1324.535102
953	1324.40845
954	1324.110404
955	1323.882495
956	1323.598794
957	1323.278784
958	1323.194832
959	1322.904447
960	1322.80984
961	1322.673614
962	1322.527378
963	1322.411616
964	1322.325357
965	1322.249102
966	1321.980578
967	1321.627261
968	1321.390504
969	1321.203016
970	1321.076553
971	1320.928074
972	1320.755438
973	1320.722002
974	1320.46051
975	1320.349149
976	1320.203455
977	1319.993331
978	1319.72226
979	1319.462412
980	1319.404728
981	1319.270022
982	1319.173068
983	1319.046992
984	1318.887627
985	1318.669088
986	1318.549259
987	1318.194619
988	1317.888137
989	1317.632545
990	1317.382353
991	1317.215089
992	1317.085691
993	1316.933993
994	1316.842749
995	1316.622058
996	1316.505895
997	1316.320646
998	1316.20433
999	1315.983821
